Date,Gross_Revenue,Exchange_Rate_JPY_USD,Net_Gas_Price,CPI,Corn_Price
11/1/2006,119,117.3204762,7.74,203.8,2.88
12/1/2006,116,117.322,8.23,202.6,3.01
1/1/2007,114,120.4471429,7.36,203.168,3.05
2/1/2007,114,120.5047368,8.25,205.786,3.44
3/1/2007,122,117.26,8.42,208.731,3.43
4/1/2007,125,118.932381,8.14,212.567,3.39
5/1/2007,124,120.7731818,8.11,212.838,3.49
6/1/2007,124,122.6885714,7.92,213.194,3.53
7/1/2007,126,121.4147619,7.51,211.658,3.32
8/1/2007,127,116.7334783,6.72,211.836,3.26
9/1/2007,126,115.0435,6.28,213.937,3.28
10/1/2007,123,115.866087,7.06,212.487,3.29
11/1/2007,122,111.0728571,7.87,213.706,3.44
12/1/2007,120,112.449,8.18,212.808,3.77
1/1/2008,117,107.8180952,8.29,212.771,3.98
2/1/2008,120,107.03,8.96,213.88,4.54
3/1/2008,118,100.7561905,9.61,215.226,4.7
4/1/2008,116,102.6777273,10.03,212.782,5.14
5/1/2008,120,104.3595238,11.35,215.927,5.27
6/1/2008,118,106.9152381,12.11,219.529,5.47
7/1/2008,114,106.8518182,13.06,221.362,5.25
8/1/2008,117,109.362381,10.1,226.613,5.26
9/1/2008,113,106.5747619,9.13,227.046,5.01
10/1/2008,106,99.96590909,8.1,229.371,4.37
11/1/2008,105,96.96555556,7.34,226.511,4.26
12/1/2008,98.9,91.275,7.86,226.019,4.11
1/1/2009,107,90.1205,7.5,223.028,4.36
2/1/2009,106,92.91578947,6.43,224.807,3.87
3/1/2009,107,97.855,5.69,221.627,3.85
4/1/2009,111,98.92,5.05,220.592,3.85
5/1/2009,111,96.6445,4.4,219.472,3.96
6/1/2009,109,96.61454545,4.56,218.782,4.01
7/1/2009,109,94.36695652,4.68,213.664,3.6
8/1/2009,109,94.89714286,4.38,216.015,3.33
9/1/2009,106,91.2747619,3.89,215.231,3.25
10/1/2009,104,90.36714286,4.82,214.083,3.61
11/1/2009,105,89.26736842,5.44,216.546,3.65
12/1/2009,106,89.95090909,5.97,215.426,3.6
1/1/2010,110,91.10105263,6.93,213.17,3.66
2/1/2010,113,90.13947368,6.76,215.129,3.55
3/1/2010,117,90.71608696,6.01,217.346,3.55
4/1/2010,124,93.45272727,5.12,223.378,3.41
5/1/2010,124,91.973,5.08,226.048,3.48
6/1/2010,122,90.80590909,5.04,228.499,3.41
7/1/2010,122,87.50047619,5.49,228.08,3.49
8/1/2010,123,85.37272727,5.37,226.713,3.65
9/1/2010,118,84.35714286,4.61,227.464,4.08
10/1/2010,121,81.7285,4.73,229.636,4.32
11/1/2010,125,82.518,4.6,230.021,4.55
12/1/2010,130,83.33761905,5.5,228.652,4.82
1/1/2011,136,82.625,5.66,237.322,4.94
2/1/2011,139,82.53684211,5.77,239.773,5.65
3/1/2011,148,81.64695652,5.21,244.056,5.53
4/1/2011,147,83.17714286,5.34,245.466,6.36
5/1/2011,137,81.12571429,5.21,247.103,6.32
6/1/2011,133,80.42590909,5.21,245.478,6.38
7/1/2011,138,79.2425,5.05,247.354,6.33
8/1/2011,134,76.96565217,5.21,249.872,6.88
9/1/2011,132,76.79571429,4.84,250.88,6.38
10/1/2011,145,76.643,4.71,252.011,5.73
11/1/2011,153,77.5595,4.64,253.28,5.83
12/1/2011,157,77.79666667,4.59,256.137,5.86
1/1/2012,176,76.964,4.58,261.366,6.07
2/1/2012,189,78.47,4.19,260.146,6.28
3/1/2012,188,82.46590909,3.71,260.565,6.35
4/1/2012,180,81.25238095,3.21,259.847,6.34
5/1/2012,179,79.66681818,3.02,260.296,6.34
6/1/2012,171,79.3152381,3.34,261.738,6.37
7/1/2012,156,78.9347619,3.6,264.034,7.14
8/1/2012,162,78.69086957,3.83,264.011,7.63
9/1/2012,168,78.13526316,3.56,264.447,6.89
10/1/2012,169,79.01318182,3.94,265.701,6.78
11/1/2012,165,81.0305,4.46,266.25,7.01
12/1/2012,168,83.7905,4.73,268.651,6.87
1/1/2013,171,89.05809524,4.58,269.569,6.96
2/1/2013,170,93.00157895,4.54,268.294,7.04
3/1/2013,163,94.77,4.59,266.643,7.13
4/1/2013,159,97.75818182,4.95,264.428,6.97
5/1/2013,157,100.9186364,5,264.934,6.97
6/1/2013,152,97.235,4.9,265.617,6.97
7/1/2013,162,99.67272727,4.47,267.517,6.79
8/1/2013,178,97.81227273,4.31,268.217,6.21
9/1/2013,200,99.21,4.36,268.69,5.4
10/1/2013,190,97.77,4.36,270.081,4.63
11/1/2013,192,100.0736842,4.62,272.132,4.37
12/1/2013,197,103.46,4.97,273.984,4.41
1/1/2014,208,103.7614286,5.69,273.76,4.42
2/1/2014,209,102.1252632,6.63,282.706,4.35
3/1/2014,216,102.3395238,6.47,286.924,4.52
4/1/2014,222,102.4581818,5.85,295.545,4.71
5/1/2014,229,101.7738095,5.74,294.973,4.71
6/1/2014,249,102.0628571,5.46,294.26,4.5
7/1/2014,257,101.74,5.43,295.306,4.06
8/1/2014,271,102.9438095,4.96,307.541,3.63
9/1/2014,279,107.4257143,5.02,315.022,3.49
10/1/2014,307,108.0263636,5.03,316.98,3.57
11/1/2014,305,116.2994444,5.02,320.259,3.6
12/1/2014,303,119.3233333,5.62,324.635,3.79
1/1/2015,288,118.25,4.9,325.728,3.82
2/1/2015,277,118.76,4.74,326.521,3.79
3/1/2015,290,120.3945455,4.46,324.972,3.81
4/1/2015,288,119.5095455,3.96,325.895,3.75
5/1/2015,288,120.798,3.58,324.713,3.64
6/1/2015,292,123.7186364,3.76,325.447,3.59
7/1/2015,275,123.3109091,3.74,324.516,3.8
8/1/2015,273,123.0038095,3.79,322.202,3.68
9/1/2015,241,120.147619,3.65,321.693,3.68
10/1/2015,234,120.0480952,3.54,320.252,3.67
11/1/2015,217,122.6431579,3.28,316.47,3.59
12/1/2015,193,121.635,3.48,311.309,3.65
1/1/2016,193,118.2257895,3.62,308.935,3.66
2/1/2016,192,114.6155,3.58,308.063,3.58
3/1/2016,197,112.9317391,3.02,309.055,3.56
4/1/2016,180,109.5519048,3,306.75,3.56
5/1/2016,170,109.8118182,2.9,305.881,3.68
6/1/2016,157,105.4513636,2.89,302.151,3.82
7/1/2016,145,104.0942857,3.57,298.516,3.6
8/1/2016,153,101.3086957,3.59,298.958,3.21
9/1/2016,139,101.8322727,3.74,298.498,3.22
10/1/2016,134,103.8509524,3.87,296.83,3.29
11/1/2016,143,108.63,3.86,296.559,3.24
12/1/2016,148,116.1195455,4.27,294.845,3.32
1/1/2017,152,114.9213636,4.85,294.679,3.4
2/1/2017,151,112.986,4.53,295.794,3.44
3/1/2017,159,112.913913,3.92,295.12,3.49
4/1/2017,164,110.042,4.11,294.774,3.43
5/1/2017,171,112.2452174,4.02,293.8,3.45
6/1/2017,164,110.9659091,4.05,298.839,3.43
7/1/2017,157,112.3857143,3.92,301.852,3.49
8/1/2017,163,109.8382609,3.78,301.58,3.27
9/1/2017,173,110.8057143,3.83,299.336,3.27
10/1/2017,177,112.9322727,3.78,298.849,3.26
11/1/2017,177,112.8236364,3.84,300.632,3.15
12/1/2017,174,112.9304762,4.19,305.23,3.23
1/1/2018,174,110.9678261,4.46,302.074,3.29
2/1/2018,180,107.7802273,4.85,301.812,3.38
3/1/2018,175,105.9856452,4,302.528,3.51
4/1/2018,170,107.5981267,3.89,305.031,3.58
5/1/2018,165,109.6705484,3.8,300.17,3.68
6/1/2018,158,110.0791333,3.77,301.45,3.58
7/1/2018,153,111.3934226,3.75,303.141,3.47
8/1/2018,160,111.0062419,3.67,303.746,3.36
9/1/2018,169,111.9634852,3.75,303.114,3.4
10/1/2018,174,112.746937,4.03,301.958,3.42
11/1/2018,169,113.3221,4.51,302.845,3.41
12/1/2018,166,112.1641192,5.47,303.113,3.54
1/1/2019,169,108.9168296,5.02,305.967,3.56
2/1/2019,170,110.3920125,4.62,306.685,3.6
3/1/2019,170,111.1217654,4.31,306.42,3.61
4/1/2019,174,111.6945385,3.99,305.495,3.53
5/1/2019,148,109.9846074,3.64,307.292,3.63
6/1/2019,149,108.051944,3.55,304.075,3.98
7/1/2019,144,108.2279115,3.33,305.134,4.16
8/1/2019,142,106.160837,3.18,304.428,3.93
9/1/2019,144,107.525252,3.35,306.197,3.8
10/1/2019,154,108.1231704,3.43,308.594,3.85
11/1/2019,158,108.8967962,3.86,310.854,3.68
12/1/2019,159,109.1458654,3.84,316.987,3.71
1/1/2020,168,109.2726667,3.71,317.273,3.79
2/1/2020,168,109.919632,3.58,318.882,3.78
3/1/2020,160,107.7155,3.39,318.443,3.68
4/1/2020,151,107.8163654,3,328.645,3.29
5/1/2020,151,107.2325308,2.91,363.942,3.2
6/1/2020,149,107.6249923,2.72,381.453,3.16
7/1/2020,149,106.7586556,2.58,348.9,3.21
8/1/2020,153,106.0052462,2.85,333.654,3.12
9/1/2020,155,105.6138115,3.3,331.09,3.41
10/1/2020,156,105.2065074,3.29,331.659,3.61
11/1/2020,162,104.35322,3.98,333.856,3.79
12/1/2020,165,103.7607926,4.11,333.528,3.97
1/1/2021,165,103.76955,4.04,337.142,4.24
2/1/2021,167,105.4275,9.32,340,4.75
3/1/2021,163,108.7758889,4.41,341.47,4.89
4/1/2021,168,109.0757269,4,343.072,5.31
5/1/2021,159,109.1649423,4.11,354.782,5.91
6/1/2021,159,110.1426231,4.16,371.856,6
7/1/2021,165,110.2485731,4.69,371.744,6.12
8/1/2021,175,109.8458308,4.95,374.273,6.32
9/1/2021,173,110.1625269,5.42,388.557,5.47
10/1/2021,175,113.1579192,6.61,397.293,5.02
11/1/2021,174,114.0071923,6.9,402.836,5.26
12/1/2021,181,113.8928037,6.77,395.46,5.47
1/1/2022,185,114.8465423,6.49,390.96,5.58
2/1/2022,194,115.2469333,7.34,394.802,6.09
3/1/2022,187,118.6942259,6.2,396.707,6.56
4/1/2022,186,126.42355,6.7,393.272,7.07
5/1/2022,183,128.7926731,8.11,391.694,7.26
6/1/2022,184,134.1224846,9.34,387.876,7.38
7/1/2022,186,136.5262308,7.89,384.544,7.25
8/1/2022,197,135.3981,9.44,383.581,7.24
9/1/2022,195,143.1059192,9.62,383.714,7.09
10/1/2022,200,147.0515538,7.18,382.21,6.49
11/1/2022,203,141.9544538,6.76,381.033,6.49
12/1/2022,206,134.7635333,8.08,382.823,6.58
1/1/2023,209,130.2698538,7.18,386.309,6.63
2/1/2023,217,133.1330208,5.95,389.252,6.8
3/1/2023,230,133.5998111,5,389.482,6.67
4/1/2023,244,133.526928,4.04,391.984,6.7
5/1/2023,251,137.204863,3.54,396.145,6.54
6/1/2023,260,141.3542885,3.52,398.9,6.49
7/1/2023,262,141.1191654,3.84,404.999,6.22
8/1/2023,272,144.8053259,3.8,407.649,5.73
9/1/2023,279,147.8504,3.81,409.949,5.21
10/1/2023,297,149.5597741,4.05,416.164,4.93
11/1/2023,290,149.8078967,4.35,413.612,4.66
12/1/2023,280,143.6685613,4.48,415.87,4.8
1/1/2024,300,141.13,4.95,416.159,4.74
2/1/2024,311,143.5,4.72,417.692,4.36
3/1/2024,328,145.2,3.7,419.083,4.36
4/1/2024,318,146.8,3.36,419.874,4.39
5/1/2024,323,148.3,3.1,418.993,4.51
6/1/2024,318,149.5,3.62,419.8,4.48
7/1/2024,306,150.7,3.54,423.325,4.23
8/1/2024,290,151.9,3.1,424.636,3.84
9/1/2024,289,153.1,3.28,426.9,3.98
10/1/2024,322,154.3,3.84,424.183,3.99
11/1/2024,334,155.5,3.92,434.015,4.07
12/1/2024,356,156.7,5.06,435.739,4.23
