Date,Gross_Revenue,Exchange_Rate_JPY_USD,Net_Gas_Price,CPI,Corn_Price
2020-07-01,421.96,107.459,1.71,259.101,3.505
2020-08-01,432.82,105.839,1.95,259.198,3.175
2020-09-01,431.21,105.942,2.35,260.28,3.58
2020-10-01,433.99,105.571,1.92,260.388,3.8275
2020-11-01,426.90,104.7465,3.03,260.229,3.975
2020-12-01,418.19,104.3285,2.39,260.474,4.2075
2021-01-01,421.75,103.2404,2.6,261.582,4.8375
2021-02-01,425.11,104.9495,2.88,263.014,5.4925
2021-03-01,431.97,106.768,2.7,264.877,5.3825
2021-04-01,434.88,110.602,2.43,267.054,5.5975
2021-05-01,443.85,109.3005,2.96,269.195,6.795
2021-06-01,459.45,109.477,2.98,271.696,6.8875
2021-07-01,455.38,111.5405,3.68,273.003,6.0175
2021-08-01,451.21,109.325,4.02,273.567,5.5875
2021-09-01,452.04,110.044,4.71,274.31,5.2275
2021-10-01,446.54,111.0765,5.8,276.589,5.415
2021-11-01,454.81,114.0575,5.22,277.948,5.79
2021-12-01,455.64,112.7685,3.66,278.802,5.715
2022-01-01,453.98,115.108,3.74,281.148,5.8925
2022-02-01,462.78,114.6975,5.45,283.716,6.3475
2022-03-01,473.42,114.901,4.36,287.504,7.2575
2022-04-01,486.31,122.507,5.72,289.109,7.35
2022-05-01,504.66,130.127,7.3,292.296,8.035
2022-06-01,513.60,130.122,9.08,296.311,7.3125
2022-07-01,519.49,135.225,5.72,296.276,7.4306
2022-08-01,540.01,131.568,8.2,296.171,6.07
2022-09-01,558.66,140.1915,8.52,296.808,6.5825
2022-10-01,574.88,144.739,5.64,298.012,6.8075
2022-11-01,594.28,148.191,4.62,297.711,6.9775
2022-12-01,612.95,135.3341,4.15,296.797,6.5
2023-01-01,615.34,130.7275,3.64,299.17,6.785
2023-02-01,617.04,128.932,2.17,300.84,6.81
2023-03-01,614.66,136.121,2.46,301.836,6.405
2023-04-01,615.12,132.775,2.09,303.363,6.5775
2023-05-01,622.32,137.452,2.24,304.127,6.395
2023-06-01,611.44,138.761,1.92,305.109,5.925
2023-07-01,596.59,144.305,2.48,305.691,5.555
2023-08-01,580.06,142.913,2.65,307.026,4.97
2023-09-01,566.44,146.204,2.6,307.789,4.6525
2023-10-01,564.02,149.846,2.7,307.671,4.8875
2023-11-01,550.74,150.6075,2.71,307.051,4.75
2023-12-01,536.58,146.815,2.55,306.746,4.6175
