Date,Gross_Revenue,Exchange_Rate_JPY_USD,Net_Gas_Price,CPI,Corn_Price
2017-09-01,4050000.0,110.25,2.88,246.819,3.5525
2017-10-01,4070000.0,112.77,2.94,246.663,3.515
2017-11-01,4050000.0,114.18,3.01,246.669,3.4825
2017-12-01,4060000.0,112.17,2.91,246.524,3.5875
2018-01-01,4080000.0,112.63,2.89,247.867,3.5325
2018-02-01,4090000.0,109.4,2.85,248.991,3.6175
2018-03-01,4070000.0,106.176,2.59,249.554,3.8625
2018-04-01,4080000.0,106.312,2.75,250.546,3.8725
2018-05-01,4100000.0,109.86,2.74,251.588,4.0575
2018-06-01,4080000.0,109.518,2.89,251.989,3.915
2018-07-01,4070000.0,110.713,2.9,252.006,3.47
2018-08-01,4090000.0,111.6225,2.85,252.146,3.65
2018-09-01,4080000.0,111.0404,2.96,252.439,3.6825
2018-10-01,4100000.0,113.996,3.13,252.885,3.6575
2018-11-01,4080000.0,112.604,3.53,252.038,3.6675
2018-12-01,4090000.0,113.508,4.4,251.233,3.82
2019-01-01,4100000.0,109.694,2.74,251.712,3.7575
2019-02-01,4110000.0,109.495,2.57,252.776,3.7825
2019-03-01,4090000.0,111.915,4.25,254.202,3.73
2019-04-01,4100000.0,111.372,2.73,255.548,3.6175
2019-05-01,4120000.0,111.391,2.54,256.092,3.685
2019-06-01,4100000.0,108.275,2.5,256.143,4.2425
2019-07-01,4090000.0,107.855,2.33,256.571,4.155
2019-08-01,4110000.0,107.522,2.02,256.558,3.9275
2019-09-01,4100000.0,106.193,2.39,256.759,3.61
2019-10-01,4120000.0,107.745,2.36,257.346,3.925
2019-11-01,4100000.0,108.205,2.77,257.208,3.8925
2019-12-01,4110000.0,109.0295,2.29,256.974,3.82
2020-01-01,4110000.0,108.689,2.1,257.971,3.915
2020-02-01,4120000.0,108.335,1.9,258.678,3.7875
2020-03-01,4100000.0,108.3065,1.75,258.115,3.755
2020-04-01,4110000.0,107.183,1.71,256.389,3.3475
2020-05-01,4130000.0,106.9304,1.78,256.394,3.185
2020-06-01,4110000.0,107.574,1.59,257.797,3.2325
2020-07-01,4100000.0,107.459,1.71,259.101,3.505
2020-08-01,4120000.0,105.839,1.95,259.198,3.175
2020-09-01,4110000.0,105.942,2.35,260.28,3.58
2020-10-01,4130000.0,105.571,1.92,260.388,3.8275
2020-11-01,4110000.0,104.7465,3.03,260.229,3.975
2020-12-01,4120000.0,104.3285,2.39,260.474,4.2075
2021-01-01,4115000.0,103.2404,2.6,261.582,4.8375
2021-02-01,4125000.0,104.9495,2.88,263.014,5.4925
2021-03-01,4105000.0,106.768,2.7,264.877,5.3825
2021-04-01,4115000.0,110.602,2.43,267.054,5.5975
2021-05-01,4135000.0,109.3005,2.96,269.195,6.795
2021-06-01,4115000.0,109.477,2.98,271.696,6.8875
2021-07-01,4105000.0,111.5405,3.68,273.003,6.0175
2021-08-01,4125000.0,109.325,4.02,273.567,5.5875
2021-09-01,4115000.0,110.044,4.71,274.31,5.2275
2021-10-01,4135000.0,111.0765,5.8,276.589,5.415
2021-11-01,4115000.0,114.0575,5.22,277.948,5.79
2021-12-01,4125000.0,112.7685,3.66,278.802,5.715
2022-01-01,4119200.0,115.108,3.74,281.148,5.8925
2022-02-01,4120000.0,114.6975,5.45,283.716,6.3475
2022-03-01,4118000.0,114.901,4.36,287.504,7.2575
2022-04-01,4120000.0,122.507,5.72,289.109,7.35
2022-05-01,4119200.0,130.127,7.3,292.296,8.035
2022-06-01,4117000.0,130.122,9.08,296.311,7.3125
2022-07-01,4120000.0,135.225,5.72,296.276,7.4306
2022-08-01,4119200.0,131.568,8.2,296.171,6.07
2022-09-01,4118000.0,140.1915,8.52,296.808,6.5825
2022-10-01,4120000.0,144.739,5.64,298.012,6.8075
2022-11-01,4119200.0,148.191,4.62,297.711,6.9775
2022-12-01,4120000.0,135.3341,4.15,296.797,6.5
2023-01-01,4130000.0,130.7275,3.64,299.17,6.785
2023-02-01,4135000.0,128.932,2.17,300.84,6.81
2023-03-01,4125000.0,136.121,2.46,301.836,6.405
2023-04-01,4130000.0,132.775,2.09,303.363,6.5775
2023-05-01,4135000.0,137.452,2.24,304.127,6.395
2023-06-01,4130000.0,138.761,1.92,305.109,5.925
2023-07-01,4125000.0,144.305,2.48,305.691,5.555
2023-08-01,4135000.0,142.913,2.65,307.026,4.97
2023-09-01,4130000.0,146.204,2.6,307.789,4.6525
2023-10-01,4135000.0,149.846,2.7,307.671,4.8875
2023-11-01,4130000.0,150.6075,2.71,307.051,4.75
2023-12-01,4135000.0,146.815,2.55,306.746,4.6175
